Y,result,s1,x
1.9876884962227466,0.6660003454979159,952503.3308590756,0.4750002374997834
1.9884562927359273,0.6651462480567044,952656.1911151055,0.47579388869841355
1.9891995096694917,0.6642867869571771,952804.0115487018,0.4765875398840256
1.9899181284216818,0.6634219827490089,952946.7989490174,0.4773811910826037
1.9906121313673297,0.6625518561706868,953084.5602060956,0.47817484225644513
1.9912815009425955,0.6616764278435194,953217.3021821562,0.4789684934416573
1.9919262205631192,0.6607957185773692,953345.0318295755,0.4797621446403407
1.9925462742581164,0.6599097492476905,953467.7561517386,0.4805557958394539
1.9931416466700052,0.6590185407951209,953585.4821974558,0.4813494470262855
1.993712322872704,0.658122114164873,953698.2170269517,0.482143098223836
1.9942582889270943,0.6572204904896384,953805.9678091299,0.48293674939680376
1.9947795309353966,0.6563136907772039,953908.7416797244,0.48373040058372246
1.9952760360053166,0.6554017362277309,954006.5458582126,0.4845240517812928
1.9957477918395836,0.654484648097995,954099.3876273746,0.4853177029857425
1.9961947868013354,0.6535624477222383,954187.2742982706,0.4861113541674137
1.9966170096209666,0.6526351564155238,954270.2132080244,0.4869050053646514
1.99701445005985,0.6517027956905465,954348.211798402,0.48769865654287897
1.9973870979303703,0.6507653869371197,954421.2774617241,0.4884923077244946
1.9977349440078556,0.6498229517192077,954489.417696207,0.48928595892330773
1.9980579797062932,0.6488755116685851,954552.6400451874,0.4900796101267202
1.9983561970870731,0.6479230884870659,954610.9520898812,0.4908732613081358
1.9986295885756107,0.6469657038540918,954664.3614339718,0.49166691250703465
1.9988781476468052,0.64600337964868,954712.8757790201,0.49246056368350366
1.9991018677233512,0.6450361375920411,954756.5027749838,0.4932542148823581
1.9993007435156855,0.644063999680774,954795.250210746,0.49404786606383755
1.9994747699165305,0.6430869878288356,954829.1258635216,0.4948415172672697
1.9996239426943472,0.6421051240911849,954858.137576553,0.49563516846623545
1.9997482582066652,0.6411184305704909,954882.2932422637,0.4964288196481407
1.9998477134140542,0.6401269294213761,954901.6007951184,0.49722247082535737
1.9999223055119204,0.6391306427322716,954916.068147397,0.4980161220227428
1.9999720329240267,0.6381295928431003,954925.703353161,0.49880977320475145
1.999996894248523,0.6371238020070757,954930.5144439687,0.4996034244093086
1.9999968889696795,0.636113292618343,954930.5095173105,0.5003970756071638
1.9999720171397837,0.6350980871094856,954925.6967273954,0.5011907267945276
1.9999222794708713,0.6340782079803787,954916.084254984,0.501984377965649
1.999847676818237,0.6330536776341562,954901.6802730149,0.5027780291635062
1.9997482113256055,0.6320245187400442,954882.4930880594,0.5035716803507742
1.9996238853328323,0.6309907538863797,954858.5309774565,0.5043653315502385
1.9994747020009476,0.6299524057782199,954829.8022962445,0.5051589827478045
1.9993006651040972,0.6289094971712061,954796.3154481549,0.5059526339352529
1.9991017790688488,0.6278620508831341,954758.0788643027,0.5067462851063405
1.998878048444115,0.6268100896274773,954715.1009642655,0.5075399363053247
1.998629479094454,0.6257536363879184,954667.3903010975,0.508333587491655
1.9983560770619426,0.624692714060142,954614.9554014595,0.5091272386907959
1.998057849214722,0.6236273456552318,954557.8048683786,0.5099208898899166
1.9977348030385957,0.62255755423375,954495.9473458363,0.5107145410762792
1.9973869464269836,0.6214833628397928,954429.3914819468,0.5115081922754661
1.9970142883411628,0.6204047947065717,954358.1460336576,0.5123018434461273
1.9966168376380686,0.6193218728911775,954282.2197000218,0.513095494632097
1.9961946042959877,0.6182346206554751,954201.6212823581,0.5138891458313952
1.9957475988891444,0.6171430613021365,954116.3596249786,0.5146827970308738
1.9952758326029005,0.6160472181790073,954026.4436122412,0.5154764482184109
1.9947793170267971,0.6149471146150657,953931.8821270068,0.5162700994162968
1.9942580648285313,0.6138427741278756,953832.6841704793,0.5170637505864193
1.9937120885392459,0.6127342200487181,953728.858676715,0.5178574017741958
1.9931414018492406,0.6116214759219527,953620.4146796671,0.5186510529721458
1.9925460190002606,0.6105045653169856,953507.3612648672,0.5194447041767773
1.991925954910424,0.6093835118662011,953389.7075449087,0.5202383553592205
1.9912812248208454,0.6082583391568467,953267.462642171,0.5210320065572824
1.9906118450833603,0.607129070971168,953140.6357901472,0.5218256577323969
1.989917831952141,0.6059957309174518,953009.2361486988,0.5226193089148121
1.9891992027464938,0.604858342784639,952873.2729889597,0.5234129601143873
1.9884559754196829,0.6037169304098705,952732.75562126,0.5242066113174945
1.9876881685607037,0.6025715176791308,952587.6933924758,0.5250002625000448
