Y,s1,t1,t2,t3
5.986366784419264,2.9286032310335375,1.587887405032868,1.587887405032868,1.5875679115194017
5.99060693734841,2.929359128759462,1.588318130010863,1.588318130010863,1.5879838454176962
5.994823561116889,2.9301156974064746,1.5887496684053775,1.5887496684053775,1.5884003119769805
5.999016288631956,2.930872930622427,1.5891820136544936,1.5891820136544936,1.5888173091661213
6.003184764764591,2.931630821971968,1.5896151591108127,1.5896151591108127,1.5892348349279302
6.007328646506614,2.932389364940315,1.5900490980445063,1.5900490980445063,1.5896528871798505
6.011447603123171,2.933148552935505,1.5904838236464036,1.5904838236464036,1.590071463814607
6.015541316294552,2.9339083792921774,1.5909193290311088,1.5909193290311088,1.5904905627009145
6.0196094802549585,2.934668837275241,1.591355607240151,1.591355607240151,1.5909101816841493
6.023651801917359,2.9354299200815395,1.591792651245158,1.591792651245158,1.5913303185870509
6.027668000995617,2.9361916208442325,1.5922304539510603,1.5922304539510603,1.5917509712104176
6.031657810119086,2.9369539326360834,1.5926690081993158,1.5926690081993158,1.592172137333833
6.035620974935183,2.9377168484720984,1.5931083067711573,1.5931083067711573,1.592593814716349
6.039557254206559,2.938480361313339,1.5935483423908654,1.5935483423908654,1.5930160010972243
6.0434664199019545,2.9392444640699456,1.5939891077290498,1.5939891077290498,1.593438694196641
6.047348257275212,2.940009149604368,1.5944305954059588,1.5944305954059588,1.5938618917164302
6.051202564938858,2.940774410735293,1.5948727979947954,1.5948727979947954,1.5942855913407972
6.055029154928108,2.941540240240138,1.5953157080250469,1.5953157080250469,1.5947097907370602
6.058827852758235,2.9423066308589876,1.5957593179858303,1.5957593179858303,1.5951344875563878
6.062598497472127,2.9430735752979413,1.5962036203292365,1.5962036203292365,1.5955596794345284
6.066340941678777,2.9438410662324315,1.596648607473695,1.596648607473695,1.5959853639925567
6.070055051586409,2.944609096310374,1.5970942718073298,1.5970942718073298,1.5964115388376139
6.073740707023515,2.94537765815565,1.5975406056913275,1.5975406056913275,1.596838201563658
6.07739780145435,2.9461467443716707,1.5979876014633017,1.5979876014633017,1.5972653497521903
6.081026241984438,2.946916347544617,1.5984352514406532,1.5984352514406532,1.597692980973016
6.0846259493584665,2.9476864602470845,1.5988835479239416,1.5988835479239416,1.598121092784992
6.088196857946588,2.9484570750403405,1.5993324832002347,1.5993324832002347,1.5985496827367527
6.091738915727976,2.9492281844793804,1.5997820495464512,1.5997820495464512,1.5989787483674662
6.095252084261394,2.949999781115341,1.6002322392327157,1.6002322392327157,1.599408287207574
6.09873633864659,2.9507718574984176,1.6006830445256794,1.6006830445256794,1.5998382967795388
6.102191667481459,2.951544406181998,1.6011344576918363,1.6011344576918363,1.6002687745985718
6.105618072805946,2.9523174197257607,1.6015864710008276,1.6015864710008276,1.600699718173375
6.109015570039824,2.9530908906982827,1.6020390767287291,1.6020390767287291,1.6011311250068796
6.112384187913822,2.953864811681558,1.6024922671613135,1.6024922671613135,1.601562992596966
6.115723968386841,2.954639175273044,1.6029460345972972,1.6029460345972972,1.601995318437201
6.1190349665596875,2.955413974089625,1.6034003713515728,1.6034003713515728,1.6024281000175566
6.122317250577823,2.9561892007699404,1.6038552697583959,1.6038552697583959,1.6028613348251322
6.1255709015273565,2.956964847979007,1.6043107221745736,1.6043107221745736,1.603295020344868
6.128796013321069,2.9577409084097694,1.6047667209825989,1.6047667209825989,1.6037291540602463
6.131992692577329,2.958517374787381,1.605223258593776,1.605223258593776,1.6041637334540197
6.135161058487741,2.959294239871045,1.6056803274513014,1.6056803274513014,1.6045987560088786
6.138301242684325,2.960071496458426,1.6061379200333208,1.6061379200333208,1.605034219208165
6.141413389088099,2.9608491373875996,1.6065960288559427,1.6065960288559427,1.6054701205365536
6.144497653757912,2.961627155540433,1.6070546464762259,1.6070546464762259,1.6059064574807258
6.1475542047273635,2.9624055438453354,1.6075137654951153,1.6075137654951153,1.6063432275300489
6.150583221834106,2.96318429528002,1.6079733785603516,1.6079733785603516,1.6067804281772355
6.15358489654463,2.9639634028748927,1.608433478369333,1.608433478369333,1.6072180569190033
